supplier_id,supplier_name,risk_score,latitude,longitude,region,tier,annual_spend_usd,last_audit_date
SUP-002580,Supplier 2580,0.92,37.78,-123.55,APAC,1,2906002,2025-12-22
SUP-002581,Supplier 2581,0.04,30.77,30.26,APAC,2,3838976,2024-05-06
SUP-002582,Supplier 2582,0.83,-10.01,-49.82,NA,3,2957370,2026-01-05
SUP-002583,Supplier 2583,0.09,-17.84,12.38,APAC,4,2623834,2025-06-19
SUP-002584,Supplier 2584,0.2,33.2,-179.33,EMEA,3,1680098,2026-04-18
SUP-002585,Supplier 2585,0.01,33.17,125.43,LATAM,4,3278166,2026-07-12
SUP-002586,Supplier 2586,0.45,63.58,-49.71,EMEA,3,1343697,2026-03-07
SUP-002587,Supplier 2587,0.34,13.93,-129.54,EMEA,4,979414,2025-03-02
SUP-002588,Supplier 2588,0.17,-21.7,-22.35,NA,1,1384503,2025-01-26
SUP-002589,Supplier 2589,0.45,3.64,-4.98,EMEA,1,65052,2025-09-17
SUP-002590,Supplier 2590,0.4,19.78,49.46,APAC,3,4669918,2025-09-05
SUP-002591,Supplier 2591,0.76,-4.53,8.84,NA,4,1291378,2026-01-16
SUP-002592,Supplier 2592,0.89,42.85,-164.33,LATAM,3,4001694,2025-04-01
SUP-002593,Supplier 2593,0.65,16.0,133.74,NA,2,2180504,2025-03-12
SUP-002594,Supplier 2594,0.13,-58.77,-15.66,LATAM,2,1703770,2024-04-21
SUP-002595,Supplier 2595,0.3,14.08,-152.28,EMEA,1,1147982,2024-06-08
SUP-002596,Supplier 2596,0.91,22.37,98.22,NA,2,4105356,2026-02-14
SUP-002597,Supplier 2597,0.1,58.98,57.66,NA,3,2575039,2026-07-22
SUP-002598,Supplier 2598,0.41,-6.22,53.8,LATAM,1,2254080,2025-07-22
SUP-002599,Supplier 2599,0.93,14.68,-26.31,EMEA,2,3293141,2024-11-20
SUP-002600,Supplier 2600,0.94,1.75,-32.22,EMEA,2,4015080,2024-02-24
SUP-002601,Supplier 2601,0.41,9.12,13.08,EMEA,2,3282411,2024-02-10
SUP-002602,Supplier 2602,0.66,-51.25,-161.79,APAC,4,2344575,2025-09-30
SUP-002603,Supplier 2603,0.46,56.65,-72.38,APAC,4,4469884,2025-08-28
SUP-002604,Supplier 2604,0.75,58.35,175.64,LATAM,2,4479318,2024-09-24
SUP-002605,Supplier 2605,0.04,11.25,58.39,NA,4,4831932,2024-06-27
SUP-002606,Supplier 2606,0.15,12.35,-29.18,LATAM,3,464109,2024-03-06
SUP-002607,Supplier 2607,0.61,-52.52,-99.95,EMEA,4,4454568,2025-10-06
SUP-002608,Supplier 2608,0.24,17.73,88.28,LATAM,3,973955,2025-07-26
SUP-002609,Supplier 2609,0.66,-4.21,-86.3,NA,3,3104673,2024-11-10
SUP-002610,Supplier 2610,0.35,32.18,-121.55,EMEA,3,3293358,
SUP-002611,Supplier 2611,0.88,-53.87,-124.37,NA,2,1036763,2026-03-08
SUP-002612,Supplier 2612,0.81,32.42,82.53,LATAM,3,50550,2025-05-03
SUP-002613,Supplier 2613,0.49,-22.7,51.41,APAC,3,4717821,2024-09-04
SUP-002614,Supplier 2614,0.77,24.72,-154.87,LATAM,3,4457243,2024-01-06
SUP-002615,Supplier 2615,0.28,21.53,-138.58,NA,1,882553,2026-01-20
SUP-002616,Supplier 2616,0.49,-30.51,48.18,APAC,3,3010639,2025-06-28
SUP-002617,Supplier 2617,0.2,-2.74,25.6,APAC,3,765622,2024-11-23
SUP-002618,Supplier 2618,0.85,48.63,66.96,LATAM,1,2837052,2024-01-07
SUP-002619,Supplier 2619,0.82,18.73,-115.91,APAC,4,1594670,2026-02-07
SUP-002620,Supplier 2620,0.89,-51.06,81.57,APAC,4,3760833,2026-05-24
SUP-002621,Supplier 2621,0.87,-2.42,156.99,APAC,3,2872291,2025-03-30
SUP-002622,Supplier 2622,0.95,-19.47,36.38,APAC,4,2495383,2024-09-09
SUP-002623,Supplier 2623,0.23,23.41,-109.39,NA,4,3410548,2025-08-08
SUP-002624,Supplier 2624,0.92,19.89,64.64,NA,2,2384176,2026-04-02
SUP-002625,Supplier 2625,0.57,-58.65,-56.49,LATAM,4,76330,2025-07-08
SUP-002626,Supplier 2626,0.42,19.0,-162.26,LATAM,4,2983804,2024-01-12
SUP-002627,Supplier 2627,0.56,35.53,-71.16,LATAM,1,3892331,2024-07-03
SUP-002628,Supplier 2628,0.35,39.93,146.01,EMEA,4,2456955,2024-04-01
SUP-002629,Supplier 2629,0.29,-52.33,-31.99,APAC,1,883347,2025-01-23
SUP-002630,Supplier 2630,0.25,-20.52,131.28,LATAM,2,49133,2025-03-02
SUP-002631,Supplier 2631,0.09,-5.23,3.12,APAC,4,1489459,2025-05-20
SUP-002632,Supplier 2632,0.5,-36.63,6.11,EMEA,3,3842535,2025-12-17
SUP-002633,Supplier 2633,0.88,-5.3,-178.12,NA,2,1617212,2024-04-16
SUP-002634,Supplier 2634,0.63,-50.75,49.36,NA,3,4781193,2026-06-08
SUP-002635,Supplier 2635,0.52,-45.28,-141.19,APAC,1,1668905,2024-09-05
SUP-002636,Supplier 2636,0.43,26.93,-7.65,LATAM,1,2143806,2025-05-06
SUP-002637,Supplier 2637,0.47,-25.87,-86.29,NA,4,3804234,2024-07-18
SUP-002638,Supplier 2638,0.22,32.48,-38.74,EMEA,1,3073561,2024-12-01
SUP-002639,Supplier 2639,0.82,-53.75,13.35,APAC,4,214312,2026-02-24
SUP-002640,Supplier 2640,0.2,13.15,-174.79,NA,2,390636,2024-02-12
SUP-002641,Supplier 2641,0.71,-9.11,-77.55,EMEA,1,990623,2025-04-01
SUP-002642,Supplier 2642,0.75,43.61,176.26,EMEA,4,4359429,2025-07-05
SUP-002643,Supplier 2643,0.57,41.91,-159.34,EMEA,1,121372,2025-06-22
SUP-002644,Supplier 2644,0.86,-11.18,-65.02,LATAM,2,367304,2024-12-24
SUP-002645,Supplier 2645,0.3,20.95,-64.29,EMEA,1,3893714,2024-12-22
SUP-002646,Supplier 2646,0.87,-30.42,-43.42,APAC,4,3118031,2026-05-08
SUP-002647,Supplier 2647,0.72,15.45,66.52,EMEA,2,4918774,2024-08-15
SUP-002648,Supplier 2648,0.79,-49.44,-90.81,LATAM,3,1105790,2025-03-29
SUP-002649,Supplier 2649,0.66,-3.5,-14.3,NA,1,3301140,2024-12-09
SUP-002650,Supplier 2650,0.84,-36.25,52.15,APAC,3,681263,2025-12-23
SUP-002651,Supplier 2651,0.98,54.84,-63.96,LATAM,3,2954794,2026-01-30
SUP-002652,Supplier 2652,0.42,-2.16,161.56,APAC,2,539824,2026-03-11
SUP-002653,Supplier 2653,0.81,16.8,172.68,LATAM,4,4541250,2024-03-21
SUP-002654,Supplier 2654,0.74,-13.15,-136.92,APAC,2,2085782,2024-04-02
SUP-002655,Supplier 2655,0.45,-22.46,-56.22,NA,3,1282220,2024-12-20
SUP-002656,Supplier 2656,0.92,-33.62,-105.13,APAC,1,4922681,2025-02-20
SUP-002657,Supplier 2657,0.4,58.54,-112.76,NA,4,341646,2024-02-29
SUP-002658,Supplier 2658,0.56,43.93,-3.25,NA,1,4001472,2026-04-23
SUP-002659,Supplier 2659,0.11,-42.68,22.98,APAC,3,2554749,2026-04-26
SUP-002660,Supplier 2660,0.23,37.07,-26.77,EMEA,1,3441154,2025-02-04
SUP-002661,Supplier 2661,0.83,-5.59,-81.88,EMEA,1,1309140,2025-12-27
SUP-002662,Supplier 2662,0.4,-58.0,-79.7,NA,1,4407926,2025-06-17
SUP-002663,Supplier 2663,0.4,8.69,177.17,APAC,4,2260897,2025-09-12
SUP-002664,Supplier 2664,0.25,-43.09,152.52,EMEA,1,2098602,2026-04-04
SUP-002665,Supplier 2665,0.49,-32.71,-152.68,LATAM,4,2286936,2024-03-27
SUP-002666,Supplier 2666,0.8,30.49,56.36,LATAM,3,1488957,2024-08-07
SUP-002667,Supplier 2667,0.89,-26.57,-15.52,LATAM,1,1600970,2025-02-08
SUP-002668,Supplier 2668,0.08,55.95,67.97,APAC,2,709093,2026-04-24
SUP-002669,Supplier 2669,0.57,25.43,34.91,NA,2,2436759,2025-07-12
SUP-002670,Supplier 2670,0.47,48.2,140.13,APAC,2,2378886,2025-01-09
SUP-002671,Supplier 2671,0.61,19.97,-155.88,LATAM,3,1906957,2024-01-28
SUP-002672,Supplier 2672,0.45,52.95,-54.14,EMEA,4,4928198,2025-07-13
SUP-002673,Supplier 2673,0.4,-12.98,174.78,LATAM,4,574166,2024-09-11
SUP-002674,Supplier 2674,0.47,11.39,-114.38,LATAM,3,4552347,2024-11-05
SUP-002675,Supplier 2675,0.58,7.07,-134.16,LATAM,4,4334961,2026-07-29
SUP-002676,Supplier 2676,0.5,57.49,82.43,EMEA,4,121097,2025-05-12
SUP-002677,Supplier 2677,0.47,-38.56,99.88,APAC,1,3509355,2024-05-10
SUP-002678,Supplier 2678,0.81,15.15,62.02,NA,3,1053880,2024-02-16
SUP-002679,Supplier 2679,0.74,38.08,99.43,NA,4,216131,2025-01-01
SUP-002680,Supplier 2680,0.34,-11.89,69.74,LATAM,1,4306433,2024-03-02
SUP-002681,Supplier 2681,0.79,52.79,-131.12,NA,3,587774,2025-02-08
SUP-002682,Supplier 2682,0.85,-11.51,38.96,EMEA,4,1501478,2025-01-26
SUP-002683,Supplier 2683,0.16,-37.47,99.68,NA,2,491607,2026-04-10
SUP-002684,Supplier 2684,0.58,15.93,131.59,EMEA,4,718350,2024-11-12
SUP-002685,Supplier 2685,0.29,-5.33,-91.36,EMEA,4,318100,2024-09-17
SUP-002686,Supplier 2686,0.73,-58.03,-134.12,APAC,3,4213354,2025-08-04
SUP-002687,Supplier 2687,0.24,-50.92,101.19,EMEA,3,304693,2025-08-26
SUP-002688,Supplier 2688,0.67,-34.61,-87.64,EMEA,3,3798629,2024-02-05
SUP-002689,Supplier 2689,0.26,40.01,-168.51,APAC,2,793990,2024-03-20
SUP-002690,Supplier 2690,0.51,55.97,117.08,NA,2,4575374,
SUP-002691,Supplier 2691,0.94,10.93,2.16,EMEA,3,4240868,
SUP-002692,Supplier 2692,0.38,-46.28,-62.41,EMEA,2,3150937,2024-07-16
SUP-002693,Supplier 2693,0.87,9.47,-175.89,NA,4,4142884,2026-07-26
SUP-002694,Supplier 2694,0.98,51.23,-167.28,LATAM,4,1498701,2025-02-19
SUP-002695,Supplier 2695,0.87,37.43,105.34,APAC,2,3917900,2026-05-31
SUP-002696,Supplier 2696,0.17,-22.16,-3.71,LATAM,3,1115685,2024-08-21
SUP-002697,Supplier 2697,0.81,-43.89,-126.1,LATAM,1,3077385,2025-02-03
SUP-002698,Supplier 2698,0.04,57.09,-50.94,NA,1,4597786,2024-05-09
SUP-002699,Supplier 2699,0.4,51.03,-120.49,NA,2,3620232,2026-03-09
SUP-002700,Supplier 2700,0.86,-53.02,-139.36,EMEA,1,1355283,2025-07-18
SUP-002701,Supplier 2701,0.68,47.08,-80.53,NA,4,3695021,2024-03-12
SUP-002702,Supplier 2702,0.53,-47.36,17.82,NA,1,4417768,2025-12-03
SUP-002703,Supplier 2703,0.39,-51.77,-104.4,NA,2,4447671,
SUP-002704,Supplier 2704,0.81,38.62,-56.28,NA,2,3698469,2025-10-08
SUP-002705,Supplier 2705,0.71,9.72,-7.94,NA,1,3664391,2026-02-02
SUP-002706,Supplier 2706,0.47,-6.11,-28.79,LATAM,2,3926338,2024-09-17
SUP-002707,Supplier 2707,0.88,57.5,-133.69,EMEA,3,3684931,2025-02-11
SUP-002708,Supplier 2708,0.24,49.11,-166.01,LATAM,4,677366,2026-03-17
SUP-002709,Supplier 2709,0.18,-52.51,-167.23,APAC,1,4022365,2025-07-28
SUP-002710,Supplier 2710,0.64,20.09,-53.94,NA,1,908054,2025-07-31
SUP-002711,Supplier 2711,0.96,40.39,78.77,LATAM,2,2786210,2025-12-25
SUP-002712,Supplier 2712,0.25,11.56,-132.75,LATAM,2,1703890,2025-08-03
SUP-002713,Supplier 2713,0.25,67.79,103.31,EMEA,4,1073013,2024-04-29
SUP-002714,Supplier 2714,0.15,29.19,77.64,NA,1,1416776,2024-07-19
SUP-002715,Supplier 2715,0.85,-46.46,-178.58,NA,2,431866,2026-01-04
SUP-002716,Supplier 2716,0.23,-34.22,-170.37,LATAM,3,2203888,2024-08-16
SUP-002717,Supplier 2717,0.5,47.41,-109.79,APAC,2,2101027,2025-09-20
SUP-002718,Supplier 2718,0.98,69.58,-159.8,LATAM,3,2023127,2025-03-24
SUP-002719,Supplier 2719,0.02,-47.22,11.28,EMEA,4,467511,2025-08-08
SUP-002720,Supplier 2720,0.56,-46.96,-165.73,LATAM,3,3037955,2024-08-12
SUP-002721,Supplier 2721,0.51,39.24,108.95,NA,2,854827,
SUP-002722,Supplier 2722,0.8,-51.63,-2.53,EMEA,4,4281009,2025-10-11
SUP-002723,Supplier 2723,0.36,-51.09,82.06,LATAM,4,128961,2024-06-11
SUP-002724,Supplier 2724,0.41,55.55,90.25,LATAM,4,285787,2024-10-18
SUP-002725,Supplier 2725,0.17,44.06,2.44,EMEA,1,1508029,2026-07-31
SUP-002726,Supplier 2726,0.74,54.6,153.13,APAC,4,2045347,2024-05-23
SUP-002727,Supplier 2727,0.78,24.57,176.49,EMEA,4,4850289,2025-06-29
SUP-002728,Supplier 2728,0.14,-18.07,-50.68,LATAM,4,2631259,2024-05-23
SUP-002729,Supplier 2729,0.4,57.82,-134.69,LATAM,3,1900867,2025-10-29
SUP-002730,Supplier 2730,0.89,-21.17,-49.23,APAC,2,4189654,2024-04-30
SUP-002731,Supplier 2731,0.01,-24.18,-99.59,EMEA,3,1212054,2025-06-25
SUP-002732,Supplier 2732,0.3,55.23,11.16,APAC,3,2023212,2025-02-19
SUP-002733,Supplier 2733,0.55,28.51,-43.78,EMEA,4,1570446,2025-10-14
SUP-002734,Supplier 2734,0.34,56.44,-7.04,EMEA,2,1513679,2024-01-03
SUP-002735,Supplier 2735,0.28,-39.73,94.75,NA,3,58366,2025-05-02
SUP-002736,Supplier 2736,0.46,63.8,-81.35,NA,4,3372645,2025-05-26
SUP-002737,Supplier 2737,0.19,19.66,13.49,APAC,4,2890699,2024-08-15
SUP-002738,Supplier 2738,0.53,26.84,-59.34,NA,1,3175989,2024-10-08
SUP-002739,Supplier 2739,0.7,58.83,102.59,APAC,4,3262608,2025-10-28
SUP-002740,Supplier 2740,0.57,-10.5,50.23,EMEA,1,146441,2025-06-05
SUP-002741,Supplier 2741,0.1,33.54,-176.94,LATAM,4,4389497,2025-06-30
SUP-002742,Supplier 2742,0.84,23.24,57.62,APAC,1,2561502,2026-06-02
SUP-002743,Supplier 2743,0.18,42.41,-118.74,EMEA,1,3460169,2025-01-17
SUP-002744,Supplier 2744,0.76,56.6,80.81,APAC,3,190636,2026-03-31
SUP-002745,Supplier 2745,0.36,28.41,24.24,LATAM,3,3807620,2026-07-08
SUP-002746,Supplier 2746,0.78,-51.21,-35.47,APAC,3,3390042,2025-06-28
SUP-002747,Supplier 2747,0.21,-36.19,69.86,APAC,2,1848467,2024-07-18
SUP-002748,Supplier 2748,0.19,64.02,128.37,APAC,1,4679683,2025-01-29
SUP-002749,Supplier 2749,0.5,65.92,100.35,NA,3,3256887,2024-02-13
SUP-002750,Supplier 2750,0.04,65.76,16.34,LATAM,3,4538364,2025-10-21
SUP-002751,Supplier 2751,0.23,-55.22,80.17,EMEA,3,4109862,2024-09-15
SUP-002752,Supplier 2752,0.72,-10.28,-30.99,EMEA,2,1036503,2026-05-21
SUP-002753,Supplier 2753,0.83,38.76,104.05,LATAM,4,4982402,2025-09-08
SUP-002754,Supplier 2754,0.09,37.88,118.46,LATAM,4,3715799,2025-04-07
SUP-002755,Supplier 2755,0.87,-48.83,-130.57,NA,1,956658,2024-06-25
SUP-002756,Supplier 2756,0.79,19.23,-94.31,NA,1,3967399,2024-04-03
SUP-002757,Supplier 2757,0.86,-41.43,-82.8,EMEA,1,2150724,2025-09-26
SUP-002758,Supplier 2758,0.69,4.12,-120.21,LATAM,1,4323193,2025-12-24
SUP-002759,Supplier 2759,0.67,-28.84,-38.69,LATAM,3,874806,
SUP-002760,Supplier 2760,0.52,-53.09,-110.51,APAC,3,1305397,2024-01-10
SUP-002761,Supplier 2761,0.65,-49.6,34.39,NA,2,1744649,2024-10-28
SUP-002762,Supplier 2762,0.91,58.42,-143.42,LATAM,3,2259665,2025-12-22
SUP-002763,Supplier 2763,0.11,36.8,-82.83,NA,4,3160230,2025-07-01
SUP-002764,Supplier 2764,0.32,61.14,59.59,LATAM,4,1115307,2024-03-21
SUP-002765,Supplier 2765,0.08,1.1,-36.52,EMEA,2,3530837,2024-04-18
SUP-002766,Supplier 2766,0.94,-6.27,-28.27,APAC,3,131304,2024-04-10
SUP-002767,Supplier 2767,0.45,-13.41,107.25,EMEA,3,1661737,2025-12-16
SUP-002768,Supplier 2768,0.67,20.12,174.42,EMEA,4,3298473,2026-01-07
SUP-002769,Supplier 2769,0.83,-14.3,23.42,NA,4,1331856,2025-01-20
SUP-002770,Supplier 2770,0.98,37.02,-151.54,EMEA,2,2163003,2025-10-12
SUP-002771,Supplier 2771,0.17,44.17,-142.95,APAC,4,3034237,2024-01-20
SUP-002772,Supplier 2772,0.79,53.86,168.66,NA,2,1248103,2025-06-14
SUP-002773,Supplier 2773,0.88,-28.44,64.52,APAC,4,4822060,2024-09-13
SUP-002774,Supplier 2774,0.06,8.51,90.89,LATAM,4,4237048,2026-02-13
SUP-002775,Supplier 2775,0.75,-30.95,63.27,EMEA,4,4855423,2025-04-06
SUP-002776,Supplier 2776,0.36,-55.12,-115.34,LATAM,1,2483446,2026-03-14
SUP-002777,Supplier 2777,0.65,32.02,-18.59,LATAM,1,1723571,2025-06-15
SUP-002778,Supplier 2778,0.51,11.37,107.31,APAC,4,4973341,2025-03-07
SUP-002779,Supplier 2779,0.26,34.11,131.89,EMEA,1,3645173,2026-06-12
SUP-002780,Supplier 2780,0.14,-48.61,-94.56,APAC,1,3968855,2026-07-29
SUP-002781,Supplier 2781,0.12,69.42,34.55,LATAM,2,921672,2025-03-06
SUP-002782,Supplier 2782,0.11,69.27,-123.44,LATAM,2,4347363,2024-12-03
SUP-002783,Supplier 2783,0.64,0.45,164.98,EMEA,1,2645395,2025-09-02
SUP-002784,Supplier 2784,0.35,52.59,-89.21,EMEA,1,3868927,2024-06-10
SUP-002785,Supplier 2785,0.22,-28.34,81.59,LATAM,2,4126873,2024-12-30
SUP-002786,Supplier 2786,0.69,35.88,-96.8,LATAM,3,538565,2026-03-09
SUP-002787,Supplier 2787,0.68,54.3,41.78,NA,3,504401,2026-04-26
SUP-002788,Supplier 2788,0.54,45.91,57.34,LATAM,4,334494,2025-01-27
SUP-002789,Supplier 2789,0.93,45.53,-61.77,LATAM,4,3218276,2025-01-03
SUP-002790,Supplier 2790,0.39,0.19,114.78,LATAM,1,4576243,2026-04-05
SUP-002791,Supplier 2791,0.83,46.6,138.73,LATAM,3,160262,
SUP-002792,Supplier 2792,0.08,29.79,127.83,NA,1,699603,2024-02-27
SUP-002793,Supplier 2793,0.74,-42.78,-60.91,APAC,2,2434722,2024-03-09
SUP-002794,Supplier 2794,0.98,-45.16,87.96,APAC,2,1962218,2024-04-14
SUP-002795,Supplier 2795,0.84,40.35,21.42,NA,3,523977,2026-04-10
SUP-002796,Supplier 2796,0.58,21.31,33.35,NA,2,3053455,2024-02-08
SUP-002797,Supplier 2797,0.62,7.52,-8.13,LATAM,4,4528127,2024-11-09
SUP-002798,Supplier 2798,0.36,57.94,36.09,EMEA,2,1067372,
SUP-002799,Supplier 2799,0.68,25.75,-131.16,LATAM,4,24133,2025-07-29
SUP-002800,Supplier 2800,0.76,-8.5,-32.81,EMEA,4,1134172,2026-02-24
SUP-002801,Supplier 2801,0.99,-6.19,-116.04,LATAM,3,931172,2026-07-15
SUP-002802,Supplier 2802,0.49,18.68,-79.16,EMEA,1,2336544,2025-01-15
SUP-002803,Supplier 2803,0.07,38.84,-133.99,EMEA,3,545508,2024-08-08
SUP-002804,Supplier 2804,0.59,13.37,-103.5,APAC,2,1810866,2024-03-26
SUP-002805,Supplier 2805,0.13,6.14,101.49,LATAM,2,606032,2026-04-21
SUP-002806,Supplier 2806,0.25,34.5,17.94,LATAM,2,3386112,2024-12-18
SUP-002807,Supplier 2807,0.33,31.68,-171.49,EMEA,2,2351292,2026-04-28
SUP-002808,Supplier 2808,0.73,47.95,103.87,LATAM,2,384630,2024-11-24
SUP-002809,Supplier 2809,0.19,-51.87,147.41,APAC,4,228107,2025-12-14
SUP-002810,Supplier 2810,0.17,38.14,136.95,APAC,2,2448905,2025-08-30
SUP-002811,Supplier 2811,0.05,6.79,116.29,APAC,2,2963064,2025-11-04
SUP-002812,Supplier 2812,0.87,-50.29,177.2,APAC,3,879556,2025-09-07
SUP-002813,Supplier 2813,0.69,28.27,31.1,APAC,1,1624360,2024-10-16
SUP-002814,Supplier 2814,0.05,33.15,166.53,EMEA,3,3037557,2024-04-07
SUP-002815,Supplier 2815,0.04,8.07,161.58,NA,4,2361190,2024-01-11
SUP-002816,Supplier 2816,0.56,43.19,-67.23,LATAM,4,589904,2025-01-31
SUP-002817,Supplier 2817,0.29,-20.97,130.84,EMEA,1,1962432,2026-04-21
SUP-002818,Supplier 2818,0.59,-33.75,105.29,LATAM,2,996183,2025-08-29
SUP-002819,Supplier 2819,0.44,-14.4,99.29,NA,1,4634415,2025-09-28
SUP-002820,Supplier 2820,0.91,-6.69,142.66,NA,3,4021406,2024-09-01
SUP-002821,Supplier 2821,0.29,30.47,-41.69,EMEA,2,1567014,2025-04-03
SUP-002822,Supplier 2822,0.68,49.92,-35.98,LATAM,4,1183483,2025-01-19
SUP-002823,Supplier 2823,0.06,33.72,50.42,EMEA,1,681860,2024-05-08
SUP-002824,Supplier 2824,0.95,-37.38,85.61,APAC,4,3687956,2025-08-02
SUP-002825,Supplier 2825,0.97,-12.39,136.71,APAC,2,4592067,2024-12-09
SUP-002826,Supplier 2826,0.73,-39.41,135.3,APAC,4,1372582,2025-01-15
SUP-002827,Supplier 2827,0.47,29.27,79.68,LATAM,1,3202470,2025-07-17
SUP-002828,Supplier 2828,0.23,-27.74,164.48,LATAM,2,1182787,2024-01-30
SUP-002829,Supplier 2829,0.81,8.3,-115.69,NA,2,4585952,2026-06-02
SUP-002830,Supplier 2830,0.73,42.94,162.12,NA,4,1502782,2024-07-29
SUP-002831,Supplier 2831,0.23,27.22,-156.89,LATAM,3,489471,2025-10-03
SUP-002832,Supplier 2832,0.45,-21.21,20.02,EMEA,4,4405850,2026-01-02
SUP-002833,Supplier 2833,0.46,-16.73,-147.53,EMEA,3,4728164,2024-05-25
SUP-002834,Supplier 2834,0.82,24.94,24.48,NA,4,1991856,2024-08-22
SUP-002835,Supplier 2835,0.68,11.43,-39.56,LATAM,3,4537416,2025-01-24
SUP-002836,Supplier 2836,0.64,-47.47,-150.62,APAC,3,1226365,
SUP-002837,Supplier 2837,0.65,53.62,53.32,EMEA,4,1361762,2025-08-23
SUP-002838,Supplier 2838,0.28,6.64,83.23,APAC,4,2687830,2025-03-16
SUP-002839,Supplier 2839,0.37,1.54,-117.29,NA,3,3006129,2026-03-12
SUP-002840,Supplier 2840,0.05,-34.2,70.0,LATAM,2,1934350,2025-03-22
SUP-002841,Supplier 2841,0.78,-10.99,-115.54,EMEA,3,4000038,2026-04-16
SUP-002842,Supplier 2842,0.43,-16.73,-130.54,APAC,3,3953085,2025-12-28
SUP-002843,Supplier 2843,0.44,-24.8,-126.95,LATAM,4,613554,2024-06-11
SUP-002844,Supplier 2844,0.25,13.76,35.67,APAC,3,4952323,2024-12-27
SUP-002845,Supplier 2845,0.22,0.1,100.36,APAC,4,804320,2024-01-24
SUP-002846,Supplier 2846,0.59,55.6,34.88,NA,3,2637606,2024-08-13
SUP-002847,Supplier 2847,0.24,62.37,111.37,LATAM,4,2120965,2024-01-22
SUP-002848,Supplier 2848,0.07,-31.47,32.93,NA,4,2264226,2024-04-09
SUP-002849,Supplier 2849,0.76,-46.99,107.04,EMEA,4,651078,2024-01-05
SUP-002850,Supplier 2850,0.38,42.09,171.55,LATAM,1,1721746,2025-09-26
SUP-002851,Supplier 2851,0.38,69.33,-39.25,NA,4,161405,2025-01-21
SUP-002852,Supplier 2852,0.43,52.27,-126.02,NA,2,4866960,2025-03-19
SUP-002853,Supplier 2853,0.81,-56.92,-131.26,NA,4,727817,2025-12-22
SUP-002854,Supplier 2854,0.32,-27.34,35.09,APAC,2,2421583,2026-02-03
SUP-002855,Supplier 2855,0.75,-54.37,16.96,LATAM,2,1087964,2025-05-18
SUP-002856,Supplier 2856,0.93,46.7,-113.68,EMEA,3,898204,2025-03-08
SUP-002857,Supplier 2857,0.66,15.58,137.56,NA,3,1957169,2025-09-05
SUP-002858,Supplier 2858,0.43,6.78,164.43,NA,3,4846387,2025-01-26
SUP-002859,Supplier 2859,0.74,12.08,-88.84,EMEA,1,2396166,2025-02-21
SUP-002860,Supplier 2860,0.46,-27.18,-105.52,LATAM,4,4804801,2024-10-09
SUP-002861,Supplier 2861,0.42,18.21,-102.99,NA,2,4136940,2024-06-28
SUP-002862,Supplier 2862,0.52,-56.01,-40.53,APAC,4,2184268,
SUP-002863,Supplier 2863,0.32,23.98,127.16,EMEA,2,4506893,2025-09-10
SUP-002864,Supplier 2864,0.11,35.48,34.55,LATAM,3,1747448,2026-02-22
SUP-002865,Supplier 2865,0.42,27.49,-155.68,LATAM,3,2512148,2025-02-03
SUP-002866,Supplier 2866,0.13,-16.82,-9.73,NA,1,3405382,2024-03-30
SUP-002867,Supplier 2867,0.41,47.41,-147.48,APAC,2,2951212,2025-07-30
SUP-002868,Supplier 2868,0.56,33.02,-33.76,NA,3,4146331,2026-05-01
SUP-002869,Supplier 2869,0.92,-43.32,-34.73,EMEA,4,822852,2025-05-12
SUP-002870,Supplier 2870,0.05,-34.63,53.41,NA,4,2497675,2024-01-26
SUP-002871,Supplier 2871,0.62,22.82,17.8,LATAM,2,3326950,2024-03-18
SUP-002872,Supplier 2872,0.46,-22.38,134.91,EMEA,3,1660756,2025-05-08
SUP-002873,Supplier 2873,0.03,-44.47,-174.14,APAC,1,4335888,2026-03-24
SUP-002874,Supplier 2874,0.25,-39.85,98.64,APAC,4,1513956,2024-02-25
SUP-002875,Supplier 2875,0.13,-38.47,-171.84,APAC,4,1512743,2025-12-12
SUP-002876,Supplier 2876,0.22,2.11,-70.46,EMEA,4,1639727,2026-01-05
SUP-002877,Supplier 2877,0.28,18.96,136.68,LATAM,2,3385624,2024-02-18
SUP-002878,Supplier 2878,0.4,-37.07,68.55,EMEA,2,598984,2024-07-18
SUP-002879,Supplier 2879,0.53,32.62,-118.08,EMEA,4,722927,2024-01-04
SUP-002880,Supplier 2880,0.01,-23.47,-3.32,NA,3,3895315,2025-06-18
SUP-002881,Supplier 2881,0.17,-19.5,79.89,APAC,1,1044499,2024-06-13
SUP-002882,Supplier 2882,0.1,-30.95,157.44,NA,3,533749,2026-05-15
SUP-002883,Supplier 2883,0.55,42.08,48.36,LATAM,3,1325641,
SUP-002884,Supplier 2884,0.33,64.78,-171.12,NA,2,1997589,2025-09-04
SUP-002885,Supplier 2885,0.55,4.02,-0.11,APAC,2,175255,2026-01-12
SUP-002886,Supplier 2886,0.23,-54.54,-124.93,EMEA,1,4176367,2024-06-17
SUP-002887,Supplier 2887,0.03,-26.13,-162.8,NA,2,596313,2024-08-26
SUP-002888,Supplier 2888,0.93,-39.45,35.46,LATAM,1,2026488,2026-01-22
SUP-002889,Supplier 2889,0.12,49.56,99.69,EMEA,2,1018611,2024-03-28
SUP-002890,Supplier 2890,0.13,-48.97,-167.02,LATAM,1,1480861,2025-02-20
